API/UWI,Well Count,Operator Alias (Legacy),Well/Lease Name,Well Number,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,Measured Depth (TD),Spud Date,First Prod Date,Last Prod Date,Months Produced,Cum Gas,Daily Gas,Cum Oil,Daily Oil,Latest Oil,Latest Gas,Cum Water,Cum BOE,DI Subplay,First Month Oil,First Month Gas,First 6 Oil,DI Basin,First 6 Gas,First 6 BOE,First 6 Water,DI Play,Prac IP Oil Daily,Prac IP BOE,Prac IP Gas Daily,Prac IP CFGED,Latest Water,Prior 12 Oil,Prior 12 Gas,Last Test Date,Prior 12 Water,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Max Active Wells,Gas Gatherer,Oil Gatherer,Lease Number,Gross Perforated Interval,True Vertical Depth,Field,State,District,AAPG Geologic Province,Section,Country,Township,Range,Surface Latitude (WGS84),Abstract,Surface Longitude (WGS84),Block,OCS Area,PGC Area,Survey,Entity ID,EUR Calc Date,EUR Oil (BE),EUR Oil Delta (BE),EUR Oil Delta Percent (BE),EUR Gas (BE),EUR Gas Delta (BE),EUR Gas Delta Percent (BE),Oil RRR (BE),Gas RRR (BE),EUR Oil (Full),EUR Gas (Full),Oil RRR (Full),Operator (Reported),Gas RRR (Full),Last 12 Oil,Last 12 Gas,Last 12 Water,First Inj Date,Last Inj Date,Last Inj Gas  (MCF),Last Inj Water (BBL),Last Inj Other (BBL),Cum Inj Gas (MCF),Cum Inj Water (BBL),Cum Inj Other (BBL),Last Inj Product Types,Inj Product Types,Last Inj Pressure (PSI),EUR Oil Months (BE),EUR Oil Proxy (Y/N),EUR Oil B-Factor (BE),EUR Gas Months (BE),EUR Gas Proxy (Y/N),EUR Gas B-Factor (BE),EUR Oil Months (Full),EUR Oil B-Factor (Full),EUR Gas Months (Full),EUR Gas B-Factor (Full),Other No.,Total MMbbl,Total BCF
42103011710000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",314W,CRANE (TX),,SW INJ,TA,V,3700.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3700.0,,,1988-11-03,,,,07155,700.0,,WADDELL,TX,8,PERMIAN BASIN,13.0,USA,,,31.6071125,1158.0,-102.4715296,B23,,P-440,PSL,124478884,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-07-01,2020-07-01,,6712.0,,,637674.0,,SALT WATER,SALT WATER,500.0,,False,,,False,,,,,,0,,
42103010920000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",235W,CRANE (TX),,SW INJ,TA,V,3500.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3500.0,,,1956-06-01,,,,07155,500.0,,WADDELL,TX,8,PERMIAN BASIN,14.0,USA,,,31.6077422,1159.0,-102.4848801,B23,,P-440,PSL,124478883,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1999-07-01,2020-09-01,,2633.0,,,4651027.0,,SALT WATER,SALT WATER,500.0,,False,,,False,,,,,,0,,
42103301900000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",1050,CRANE (TX),,OTHER INJ,INACTIVE,V,3880.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3880.0,,,1970-01-27,,,,01224,680.0,,DUNE,TX,8,PERMIAN BASIN,4.0,USA,,,31.5811841,1167.0,-102.4211597,B24,,P-440,PSL,124477681,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103011400000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",283W,CRANE (TX),,OTHER INJ,TA,V,3675.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3675.0,,,1957-11-15,,,,01224,675.0,,DUNE,TX,8,PERMIAN BASIN,12.0,USA,,,31.5824146,1181.0,-102.4634642,B25,,P-440,PSL,124477672,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-07-01,2020-06-01,,1.0,,,1164546.0,,SALT WATER,SALT WATER,800.0,,False,,,False,,,,,,0,,
42103012550000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",411,CRANE (TX),QUEEN,OTHER INJ,INACTIVE,V,3600.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3600.0,,,2009-08-20,,,,01224,600.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.5571656,1193.0,-102.4599037,B25,,P-440,PSL,124477671,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103015780000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",727,CRANE (TX),,OTHER INJ,P & A,V,3875.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3850.0,,,1960-08-25,,,,01224,850.0,,DUNE,TX,8,PERMIAN BASIN,2.0,USA,,,31.5905323,1165.0,-102.437763,B24,,P-440,PSL,124477670,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,2010-07-01,2020-06-01,,21468.0,,,2900676.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103013190000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",475,CRANE (TX),MCELROY,OTHER INJ,INACTIVE,V,3950.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0,3950.0,,,1995-07-31,,,,01224,550.0,,DUNE,TX,8,PERMIAN BASIN,3.0,USA,,,31.5904655,1166.0,-102.43099,B24,,P-440,PSL,124477669,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103024460000,1,"BLACKBEARD OPERATING, LLC",WADDELL TR A,155W,CRANE (TX),MCKNIGHT,SW INJ,ACTIVE INJ,V,3890.0,1998-05-12,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3850.0,,,1998-05-26,,,,05263,650.0,,SAND HILLS,TX,8,PERMIAN BASIN,27.0,USA,,,31.5111415,1270.0,-102.5762212,B26,,P-440,PSL,124477647,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,2003-07-01,2021-06-01,,1259.0,,,1387629.0,,SALT WATER,SALT WATER,1100.0,,False,,,False,,,,,,0,,
42103061380000,1,"BLACKBEARD OPERATING, LLC",WADDELL TR A,83W,CRANE (TX),MCKNIGHT,SW INJ,ACTIVE INJ,V,3830.0,1998-05-27,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3092.0,3550.0,,,1983-11-14,,,,05263,458.0,,SAND HILLS,TX,8,PERMIAN BASIN,27.0,USA,,,31.5063888,1270.0,-102.5750988,B26,,P-440,PSL,124477646,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-06-01,2021-06-01,,46007.0,,,9134924.0,,SALT WATER,SALT WATER,,,False,,,False,,,,,,0,,
42103012050000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",349,CRANE (TX),,SW INJ,ACTIVE INJ,V,3600.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3600.0,,,1998-05-14,,,,07155,600.0,,WADDELL,TX,8,PERMIAN BASIN,13.0,USA,,,31.6141346,1158.0,-102.4737696,B23,,P-440,PSL,124477642,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-07-01,2021-06-01,,869.0,,,413942.0,,SALT WATER,SALT WATER,500.0,,False,,,False,,,,,,0,,
42103011820000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",325,CRANE (TX),,SW INJ,TA,V,3700.0,1993-09-04,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3700.0,,,1958-03-09,,,,07155,700.0,,WADDELL,TX,8,PERMIAN BASIN,13.0,USA,,,31.6164097,1158.0,-102.4721723,B23,,P-440,PSL,124477641,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,2010-07-01,2020-07-01,,3350.0,,,572976.0,,SALT WATER,SALT WATER,500.0,,False,,,False,,,,,,0,,
42103011660000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",309,CRANE (TX),QUEEN,OTHER INJ,INACTIVE,V,3600.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3600.0,,,2014-07-24,,,,07155,600.0,,WADDELL,TX,8,PERMIAN BASIN,13.0,USA,,,31.6185564,1158.0,-102.4707892,B23,,P-440,PSL,124477640,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103012870000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",443W,CRANE (TX),,SW INJ,TA,V,3700.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3700.0,,,1983-05-13,,,,07155,700.0,,WADDELL,TX,8,PERMIAN BASIN,13.0,USA,,,31.6106721,1158.0,-102.4726527,B23,,P-440,PSL,124477639,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1999-07-01,2020-08-01,,33.0,,,126537.0,,SALT WATER,SALT WATER,550.0,,False,,,False,,,,,,0,,
42103012360000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",392,CRANE (TX),,OTHER INJ,INACTIVE,V,3700.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3700.0,,,,,,,07155,700.0,,WADDELL,TX,8,PERMIAN BASIN,13.0,USA,,,31.61744,1158.0,-102.4680226,B23,,P-440,PSL,124477637,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103326050000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",1199,CRANE (TX),TUBB,OTHER INJ,INACTIVE,V,4750.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4640.0,,,1981-09-23,,,,05294,340.0,,SAND HILLS,TX,8,PERMIAN BASIN,20.0,USA,,,31.5203236,1267.0,-102.6247504,B26,,P-440,PSL,124477330,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103024210000,1,"BLACKBEARD OPERATING, LLC",WADDELL TR A,131,CRANE (TX),"SAN ANGELO, UPPER",OTHER INJ,INACTIVE,V,4777.0,2013-11-18,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4775.0,,,1948-01-09,,,,18745,475.0,,SAND HILLS,TX,8,PERMIAN BASIN,20.0,USA,,,31.5187341,1267.0,-102.6227039,B26,,P-440,PSL,124477329,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103024450000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",154,CRANE (TX),TUBB,OTHER INJ,DRL,V,4825.0,1949-04-29,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4825.0,,,1974-05-26,,,,05294,525.0,,SAND HILLS,TX,8,PERMIAN BASIN,19.0,USA,,,31.5168107,1266.0,-102.6308534,B26,,P-440,PSL,124477328,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103024300000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",140,CRANE (TX),TUBB,OTHER INJ,INACTIVE,V,4800.0,2002-12-26,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4800.0,,,1974-05-22,,,,05294,500.0,,SAND HILLS,TX,8,PERMIAN BASIN,19.0,USA,,,31.5151124,1266.0,-102.625181,B26,,P-440,PSL,124477327,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103024160000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",126,CRANE (TX),TUBB,OTHER INJ,PERMIT,V,4825.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4825.0,,,1970-01-07,,,,05294,525.0,,SAND HILLS,TX,8,PERMIAN BASIN,19.0,USA,,,31.5220561,1266.0,-102.6275861,B26,,P-440,PSL,124477326,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103023930000,1,"BLACKBEARD OPERATING, LLC",WADDELL TR B,101,CRANE (TX),"SAN ANGELO, UPPER",OTHER INJ,INACTIVE,V,4750.0,2005-03-11,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4750.0,,,2005-04-04,,,,55403,450.0,,SAND HILLS,TX,8,PERMIAN BASIN,28.0,USA,,,31.5052988,1271.0,-102.6007684,B26,,P-440,PSL,124477325,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103023260000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",31,CRANE (TX),TUBB,OTHER INJ,INACTIVE,V,4800.0,2014-01-31,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4800.0,,,1998-06-09,,,,05294,500.0,,SAND HILLS,TX,8,PERMIAN BASIN,29.0,USA,,,31.4984836,1272.0,-102.6078256,B26,,P-440,PSL,124477324,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103012370000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",393W,CRANE (TX),GRAYBURG,SW INJ,P & A,V,3700.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3700.0,,,1994-07-06,,,,07155,600.0,,WADDELL,TX,8,PERMIAN BASIN,13.0,USA,,,31.6138429,1158.0,-102.4668369,B23,,P-440,PSL,124477265,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,2011-07-01,2020-06-01,,10850.0,,,1114950.0,,SALT WATER,SALT WATER,500.0,,False,,,False,,,,,,0,,
42103014820000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",650,CRANE (TX),,OTHER INJ,INACTIVE,V,3900.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3900.0,,,1959-06-06,,,,01224,700.0,,DUNE,TX,8,PERMIAN BASIN,12.0,USA,,,31.5919715,1181.0,-102.4642146,B25,,P-440,PSL,124477013,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103014810000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",649,CRANE (TX),,OTHER INJ,INACTIVE,V,3700.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,3700.0,,,1959-06-30,,,,01224,400.0,,DUNE,TX,8,PERMIAN BASIN,12.0,USA,,,31.5928088,1181.0,-102.4602647,B25,,P-440,PSL,124477012,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103327820000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",1158 W,CRANE (TX),,SW INJ,TA,V,3800.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3800.0,,,1982-11-09,,,,01224,600.0,,DUNE,TX,8,PERMIAN BASIN,4.0,USA,,,31.5721419,1167.0,-102.4276016,B24,,P-440,PSL,124477011,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1997-05-01,2021-05-01,,9.0,,,433861.0,,SALT WATER,SALT WATER,760.0,,False,,,False,,,,,,0,,
42103012890000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",445W,CRANE (TX),,SW INJ,ACTIVE INJ,V,3900.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,3900.0,,,1958-08-23,,,,01224,600.0,,DUNE,TX,8,PERMIAN BASIN,4.0,USA,,,31.573773,1167.0,-102.420874,B24,,P-440,PSL,124477010,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1997-07-01,2021-06-01,,4749.0,,,1776406.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103015190000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",383,CRANE (TX),,OTHER INJ,INACTIVE,V,3700.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3700.0,,,,,,,01224,500.0,,DUNE,TX,8,PERMIAN BASIN,12.0,USA,,,31.5895338,1181.0,-102.4655634,B25,,P-440,PSL,124477008,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
42103010470000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",65W,CRANE (TX),,SW INJ,TA,V,3900.0,1997-07-25,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3900.0,,,1998-01-27,,,,07155,900.0,,WADDELL,TX,8,PERMIAN BASIN,11.0,USA,,,31.6183352,1157.0,-102.4881791,B23,,P-440,PSL,124476771,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-01-01,2020-10-01,,1945.0,,,6249675.0,,SALT WATER,SALT WATER,150.0,,False,,,False,,,,,,0,,
42103022080000,1,"BLACKBEARD OPERATING, LLC",WADDELL TR A,760,CRANE (TX),MCKNIGHT,SW INJ,ACTIVE INJ,V,3540.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3024.0,3540.0,,,1961-12-23,,,,05263,516.0,,SAND HILLS,TX,8,PERMIAN BASIN,16.0,USA,,,31.533379,1263.0,-102.6083958,B26,,P-440,PSL,124476727,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-07-01,2021-06-01,,33250.0,,,7590121.0,,SALT WATER,SALT WATER,800.0,,False,,,False,,,,,,0,,
42103018920000,1,"BLACKBEARD OPERATING, LLC",WADDELL TR A,433W,CRANE (TX),MCKNIGHT,SW INJ,ACTIVE INJ,V,3600.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3600.0,,,1956-07-26,,,,05263,500.0,,SAND HILLS,TX,8,PERMIAN BASIN,16.0,USA,,,31.5345583,1263.0,-102.6054252,B26,,P-440,PSL,124476726,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-07-01,2021-06-01,,4558.0,,,1564432.0,,SALT WATER,SALT WATER,1100.0,,False,,,False,,,,,,0,,
42103344000000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",1490 W,CRANE (TX),TUBB,SW INJ,TA,V,4800.0,1996-03-20,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4800.0,,,1996-04-17,,,,05294,500.0,,SAND HILLS,TX,8,PERMIAN BASIN,28.0,USA,,,31.5098221,1271.0,-102.5994268,B26,,P-440,PSL,124476020,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-07-01,2021-03-01,,5619.0,,,993026.0,,SALT WATER,SALT WATER,1300.0,,False,,,False,,,,,,0,,
42103342990000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",1472W,CRANE (TX),TUBB,SW INJ,ACTIVE INJ,V,5000.0,1995-02-18,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,5000.0,,,1995-03-11,,,,05294,600.0,,SAND HILLS,TX,8,PERMIAN BASIN,28.0,USA,,,31.5159342,1271.0,-102.5926471,B26,,P-440,PSL,124476019,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-07-01,2021-06-01,,46002.0,,,2299660.0,,SALT WATER,SALT WATER,1100.0,,False,,,False,,,,,,0,,
42103343020000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",1467 W,CRANE (TX),TUBB,SW INJ,TA,V,5100.0,1995-04-05,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,5100.0,,,1995-04-25,,,,05294,600.0,,SAND HILLS,TX,8,PERMIAN BASIN,27.0,USA,,,31.5113202,1270.0,-102.5825181,B26,,P-440,PSL,124476018,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1998-08-01,2021-05-01,,1055.0,,,1764124.0,,SALT WATER,SALT WATER,1200.0,,False,,,False,,,,,,0,,
42103343220000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",1444W,CRANE (TX),TUBB,SW INJ,ACTIVE INJ,V,5000.0,1995-05-27,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,5000.0,,,1995-06-29,,,,05294,600.0,,SAND HILLS,TX,8,PERMIAN BASIN,16.0,USA,,,31.5292524,1263.0,-102.6054091,B26,,P-440,PSL,124476017,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1997-01-01,2021-06-01,,5421.0,,,2133940.0,,SALT WATER,SALT WATER,1200.0,,False,,,False,,,,,,0,,
42103342560000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",1431W,CRANE (TX),TUBB,SW INJ,ACTIVE INJ,V,5012.0,1994-03-31,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,5000.0,,,1994-04-27,,,,05294,600.0,,SAND HILLS,TX,8,PERMIAN BASIN,17.0,USA,,,31.5326365,1264.0,-102.6245363,B26,,P-440,PSL,124476015,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1997-02-01,2021-06-01,,5397.0,,,1874712.0,,SALT WATER,SALT WATER,1000.0,,False,,,False,,,,,,0,,
42103342500000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",1429W,CRANE (TX),TUBB,SW INJ,ACTIVE INJ,V,4950.0,1994-01-28,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4950.0,,,1994-02-12,,,,05294,650.0,,SAND HILLS,TX,8,PERMIAN BASIN,17.0,USA,,,31.5310402,1264.0,-102.6279993,B26,,P-440,PSL,124476014,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1997-02-01,2021-06-01,,32.0,,,1056452.0,,SALT WATER,SALT WATER,1300.0,,False,,,False,,,,,,0,,
42103333830000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N., ETAL",1331W,CRANE (TX),TUBB,SW INJ,ACTIVE INJ,V,5000.0,2016-06-27,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,5000.0,,,1984-05-01,,,,05294,600.0,,SAND HILLS,TX,8,PERMIAN BASIN,21.0,USA,,,31.5264896,1268.0,-102.5985704,B26,,P-440,PSL,124476010,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1997-02-01,2021-06-01,,2631.0,,,3219752.0,,SALT WATER,SALT WATER,1200.0,,False,,,False,,,,,,0,,
42103010710000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",214R,CRANE (TX),SAN ANDRES,WTR INJ,DRL,V,4000.0,1995-04-21,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0,3600.0,,,1995-05-05,,,,07155,200.0,,WADDELL,TX,8,PERMIAN BASIN,10.0,USA,,,31.6125353,1156.0,-102.5127249,B23,,P-440,PSL,124475608,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,False,,,False,,,,,,0,,
